left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
0.0	0.0	NA	0.0	-1.0	fail	53	228
0.0	0.0	NA	0.0	-1.0	pass	54	228
64.0	65.0	G1	0.53125	1.0	NA	55	228
66.0	67.0	freetime	0.875	1.0	NA	56	228
68.0	69.0	health	0.625	1.0	NA	57	228
70.0	71.0	reason	1.0	1.0	NA	58	228
0.0	0.0	NA	0.0	-1.0	fail	59	228
72.0	73.0	studytime	0.5	1.0	NA	60	228
0.0	0.0	NA	0.0	-1.0	pass	61	228
74.0	75.0	Fedu	0.625	1.0	NA	62	228
76.0	77.0	Fedu	0.875	1.0	NA	63	228
0.0	0.0	NA	0.0	-1.0	fail	64	228
0.0	0.0	NA	0.0	-1.0	pass	65	228
0.0	0.0	NA	0.0	-1.0	pass	66	228
78.0	79.0	G2	0.39473684210526316	1.0	NA	67	228
0.0	0.0	NA	0.0	-1.0	fail	68	228
80.0	81.0	famrel	0.875	1.0	NA	69	228
0.0	0.0	NA	0.0	-1.0	fail	70	228
0.0	0.0	NA	0.0	-1.0	pass	71	228
0.0	0.0	NA	0.0	-1.0	pass	72	228
0.0	0.0	NA	0.0	-1.0	fail	73	228
82.0	83.0	Fjob	5.0	1.0	NA	74	228
0.0	0.0	NA	0.0	-1.0	pass	75	228
0.0	0.0	NA	0.0	-1.0	fail	76	228
0.0	0.0	NA	0.0	-1.0	pass	77	228
0.0	0.0	NA	0.0	-1.0	fail	78	228
0.0	0.0	NA	0.0	-1.0	pass	79	228
0.0	0.0	NA	0.0	-1.0	fail	80	228
0.0	0.0	NA	0.0	-1.0	pass	81	228
0.0	0.0	NA	0.0	-1.0	pass	82	228
0.0	0.0	NA	0.0	-1.0	fail	83	228
2.0	3.0	failures	0.5	1.0	NA	1	229
4.0	5.0	failures	0.16666666666666666	1.0	NA	2	229
6.0	7.0	studytime	0.5	1.0	NA	3	229
8.0	9.0	G1	0.46875	1.0	NA	4	229
10.0	11.0	Pstatus	1.0	1.0	NA	5	229
12.0	13.0	schoolsup	1.0	1.0	NA	6	229
14.0	15.0	reason	1.0	1.0	NA	7	229
16.0	17.0	studytime	0.16666666666666666	1.0	NA	8	229
18.0	19.0	Medu	0.875	1.0	NA	9	229
0.0	0.0	NA	0.0	-1.0	pass	10	229
20.0	21.0	Medu	0.875	1.0	NA	11	229
22.0	23.0	freetime	0.375	1.0	NA	12	229
24.0	25.0	reason	6.0	1.0	NA	13	229
0.0	0.0	NA	0.0	-1.0	fail	14	229
0.0	0.0	NA	0.0	-1.0	pass	15	229
26.0	27.0	G2	0.39473684210526316	1.0	NA	16	229
28.0	29.0	Fjob	11.0	1.0	NA	17	229
0.0	0.0	NA	0.0	-1.0	pass	18	229
30.0	31.0	G2	0.5	1.0	NA	19	229
32.0	33.0	G2	0.5	1.0	NA	20	229
0.0	0.0	NA	0.0	-1.0	fail	21	229
0.0	0.0	NA	0.0	-1.0	pass	22	229
34.0	35.0	Pstatus	1.0	1.0	NA	23	229
0.0	0.0	NA	0.0	-1.0	pass	24	229
0.0	0.0	NA	0.0	-1.0	fail	25	229
0.0	0.0	NA	0.0	-1.0	fail	26	229
36.0	37.0	absences	0.22666666666666668	1.0	NA	27	229
38.0	39.0	health	0.375	1.0	NA	28	229
40.0	41.0	health	0.375	1.0	NA	29	229
0.0	0.0	NA	0.0	-1.0	fail	30	229
0.0	0.0	NA	0.0	-1.0	pass	31	229
0.0	0.0	NA	0.0	-1.0	fail	32	229
42.0	43.0	age	0.2857142857142857	1.0	NA	33	229
44.0	45.0	Medu	0.625	1.0	NA	34	229
0.0	0.0	NA	0.0	-1.0	fail	35	229
0.0	0.0	NA	0.0	-1.0	pass	36	229
0.0	0.0	NA	0.0	-1.0	fail	37	229
46.0	47.0	famrel	0.625	1.0	NA	38	229
48.0	49.0	age	0.07142857142857142	1.0	NA	39	229
50.0	51.0	G2	0.4473684210526315	1.0	NA	40	229
52.0	53.0	absences	0.09333333333333334	1.0	NA	41	229
54.0	55.0	goout	0.625	1.0	NA	42	229
0.0	0.0	NA	0.0	-1.0	pass	43	229
0.0	0.0	NA	0.0	-1.0	pass	44	229
0.0	0.0	NA	0.0	-1.0	fail	45	229
0.0	0.0	NA	0.0	-1.0	fail	46	229
0.0	0.0	NA	0.0	-1.0	pass	47	229
56.0	57.0	address	1.0	1.0	NA	48	229
58.0	59.0	G2	0.5	1.0	NA	49	229
0.0	0.0	NA	0.0	-1.0	fail	50	229
0.0	0.0	NA	0.0	-1.0	pass	51	229
60.0	61.0	Mjob	7.0	1.0	NA	52	229
62.0	63.0	Fedu	0.875	1.0	NA	53	229
64.0	65.0	Dalc	0.125	1.0	NA	54	229
0.0	0.0	NA	0.0	-1.0	pass	55	229
0.0	0.0	NA	0.0	-1.0	fail	56	229
66.0	67.0	famrel	0.5	1.0	NA	57	229
0.0	0.0	NA	0.0	-1.0	fail	58	229
68.0	69.0	traveltime	0.16666666666666666	1.0	NA	59	229
70.0	71.0	romantic	1.0	1.0	NA	60	229
72.0	73.0	G1	0.3125	1.0	NA	61	229
0.0	0.0	NA	0.0	-1.0	fail	62	229
74.0	75.0	Medu	0.875	1.0	NA	63	229
0.0	0.0	NA	0.0	-1.0	pass	64	229
0.0	0.0	NA	0.0	-1.0	fail	65	229
0.0	0.0	NA	0.0	-1.0	fail	66	229
76.0	77.0	reason	2.0	1.0	NA	67	229
78.0	79.0	romantic	1.0	1.0	NA	68	229
0.0	0.0	NA	0.0	-1.0	pass	69	229
80.0	81.0	G2	0.4473684210526315	1.0	NA	70	229
0.0	0.0	NA	0.0	-1.0	fail	71	229
0.0	0.0	NA	0.0	-1.0	fail	72	229
82.0	83.0	goout	0.875	1.0	NA	73	229
0.0	0.0	NA	0.0	-1.0	fail	74	229
0.0	0.0	NA	0.0	-1.0	pass	75	229
0.0	0.0	NA	0.0	-1.0	fail	76	229
0.0	0.0	NA	0.0	-1.0	pass	77	229
0.0	0.0	NA	0.0	-1.0	pass	78	229
0.0	0.0	NA	0.0	-1.0	fail	79	229
0.0	0.0	NA	0.0	-1.0	fail	80	229
84.0	85.0	studytime	0.5	1.0	NA	81	229
0.0	0.0	NA	0.0	-1.0	pass	82	229
0.0	0.0	NA	0.0	-1.0	fail	83	229
86.0	87.0	internet	1.0	1.0	NA	84	229
88.0	89.0	Walc	0.125	1.0	NA	85	229
0.0	0.0	NA	0.0	-1.0	pass	86	229
90.0	91.0	reason	3.0	1.0	NA	87	229
0.0	0.0	NA	0.0	-1.0	fail	88	229
0.0	0.0	NA	0.0	-1.0	pass	89	229
0.0	0.0	NA	0.0	-1.0	pass	90	229
0.0	0.0	NA	0.0	-1.0	fail	91	229
2.0	3.0	G1	0.40625	1.0	NA	1	230
4.0	5.0	G1	0.28125	1.0	NA	2	230
6.0	7.0	G1	0.53125	1.0	NA	3	230
8.0	9.0	freetime	0.125	1.0	NA	4	230
10.0	11.0	romantic	1.0	1.0	NA	5	230
12.0	13.0	famrel	0.625	1.0	NA	6	230
0.0	0.0	NA	0.0	-1.0	pass	7	230
0.0	0.0	NA	0.0	-1.0	pass	8	230
14.0	15.0	Dalc	0.125	1.0	NA	9	230
16.0	17.0	health	0.625	1.0	NA	10	230
18.0	19.0	Fedu	0.375	1.0	NA	11	230
20.0	21.0	paid	1.0	1.0	NA	12	230
22.0	23.0	absences	0.08666666666666667	1.0	NA	13	230
24.0	25.0	sex	1.0	1.0	NA	14	230
0.0	0.0	NA	0.0	-1.0	fail	15	230
26.0	27.0	G1	0.34375	1.0	NA	16	230
28.0	29.0	Fjob	3.0	1.0	NA	17	230
30.0	31.0	paid	1.0	1.0	NA	18	230
0.0	0.0	NA	0.0	-1.0	fail	19	230
0.0	0.0	NA	0.0	-1.0	pass	20	230
32.0	33.0	G2	0.5263157894736842	1.0	NA	21	230
34.0	35.0	studytime	0.5	1.0	NA	22	230
36.0	37.0	G1	0.46875	1.0	NA	23	230
38.0	39.0	G2	0.5	1.0	NA	24	230
0.0	0.0	NA	0.0	-1.0	fail	25	230
40.0	41.0	failures	0.5	1.0	NA	26	230
42.0	43.0	activities	1.0	1.0	NA	27	230
0.0	0.0	NA	0.0	-1.0	fail	28	230
44.0	45.0	sex	1.0	1.0	NA	29	230
0.0	0.0	NA	0.0	-1.0	fail	30	230
0.0	0.0	NA	0.0	-1.0	pass	31	230
0.0	0.0	NA	0.0	-1.0	fail	32	230
0.0	0.0	NA	0.0	-1.0	pass	33	230
46.0	47.0	G2	0.47368421052631576	1.0	NA	34	230
48.0	49.0	absences	0.02666666666666667	1.0	NA	35	230
50.0	51.0	failures	0.5	1.0	NA	36	230
52.0	53.0	romantic	1.0	1.0	NA	37	230
0.0	0.0	NA	0.0	-1.0	fail	38	230
0.0	0.0	NA	0.0	-1.0	pass	39	230
54.0	55.0	Fedu	0.875	1.0	NA	40	230
0.0	0.0	NA	0.0	-1.0	pass	41	230
0.0	0.0	NA	0.0	-1.0	pass	42	230
56.0	57.0	famrel	0.625	1.0	NA	43	230
58.0	59.0	G2	0.5	1.0	NA	44	230
60.0	61.0	G2	0.4473684210526315	1.0	NA	45	230
62.0	63.0	G1	0.46875	1.0	NA	46	230
0.0	0.0	NA	0.0	-1.0	pass	47	230
0.0	0.0	NA	0.0	-1.0	fail	48	230
0.0	0.0	NA	0.0	-1.0	pass	49	230
64.0	65.0	failures	0.16666666666666666	1.0	NA	50	230
0.0	0.0	NA	0.0	-1.0	pass	51	230
0.0	0.0	NA	0.0	-1.0	pass	52	230
0.0	0.0	NA	0.0	-1.0	fail	53	230
66.0	67.0	traveltime	0.16666666666666666	1.0	NA	54	230
0.0	0.0	NA	0.0	-1.0	pass	55	230
0.0	0.0	NA	0.0	-1.0	fail	56	230
0.0	0.0	NA	0.0	-1.0	pass	57	230
68.0	69.0	Walc	0.25	1.0	NA	58	230
0.0	0.0	NA	0.0	-1.0	pass	59	230
0.0	0.0	NA	0.0	-1.0	fail	60	230
0.0	0.0	NA	0.0	-1.0	pass	61	230
0.0	0.0	NA	0.0	-1.0	pass	62	230
0.0	0.0	NA	0.0	-1.0	fail	63	230
70.0	71.0	Dalc	0.875	1.0	NA	64	230
0.0	0.0	NA	0.0	-1.0	fail	65	230
72.0	73.0	famrel	0.625	1.0	NA	66	230
0.0	0.0	NA	0.0	-1.0	fail	67	230
0.0	0.0	NA	0.0	-1.0	pass	68	230
0.0	0.0	NA	0.0	-1.0	fail	69	230
74.0	75.0	guardian	1.0	1.0	NA	70	230
0.0	0.0	NA	0.0	-1.0	pass	71	230
0.0	0.0	NA	0.0	-1.0	pass	72	230
76.0	77.0	G2	0.47368421052631576	1.0	NA	73	230
0.0	0.0	NA	0.0	-1.0	pass	74	230
0.0	0.0	NA	0.0	-1.0	fail	75	230
0.0	0.0	NA	0.0	-1.0	fail	76	230
78.0	79.0	Fedu	0.625	1.0	NA	77	230
0.0	0.0	NA	0.0	-1.0	fail	78	230
0.0	0.0	NA	0.0	-1.0	pass	79	230
2.0	3.0	G2	0.5	1.0	NA	1	231
4.0	5.0	G1	0.28125	1.0	NA	2	231
6.0	7.0	schoolsup	1.0	1.0	NA	3	231
8.0	9.0	reason	4.0	1.0	NA	4	231
10.0	11.0	absences	0.12	1.0	NA	5	231
12.0	13.0	G1	0.46875	1.0	NA	6	231
14.0	15.0	Medu	0.375	1.0	NA	7	231
16.0	17.0	age	0.07142857142857142	1.0	NA	8	231
0.0	0.0	NA	0.0	-1.0	fail	9	231
18.0	19.0	Walc	0.625	1.0	NA	10	231
20.0	21.0	freetime	0.625	1.0	NA	11	231
22.0	23.0	reason	7.0	1.0	NA	12	231
0.0	0.0	NA	0.0	-1.0	pass	13	231
24.0	25.0	health	0.75	1.0	NA	14	231
0.0	0.0	NA	0.0	-1.0	pass	15	231
0.0	0.0	NA	0.0	-1.0	pass	16	231
0.0	0.0	NA	0.0	-1.0	fail	17	231
26.0	27.0	studytime	0.5	1.0	NA	18	231
28.0	29.0	studytime	0.6666666666666666	1.0	NA	19	231
30.0	31.0	G1	0.46875	1.0	NA	20	231
32.0	33.0	Walc	0.625	1.0	NA	21	231
34.0	35.0	health	0.875	1.0	NA	22	231
36.0	37.0	health	0.625	1.0	NA	23	231
38.0	39.0	failures	0.16666666666666666	1.0	NA	24	231
0.0	0.0	NA	0.0	-1.0	fail	25	231
40.0	41.0	famrel	0.625	1.0	NA	26	231
0.0	0.0	NA	0.0	-1.0	fail	27	231
42.0	43.0	Mjob	4.0	1.0	NA	28	231
0.0	0.0	NA	0.0	-1.0	fail	29	231
0.0	0.0	NA	0.0	-1.0	fail	30	231
0.0	0.0	NA	0.0	-1.0	pass	31	231
0.0	0.0	NA	0.0	-1.0	fail	32	231
44.0	45.0	Fedu	0.75	1.0	NA	33	231
0.0	0.0	NA	0.0	-1.0	pass	34	231
46.0	47.0	Walc	0.125	1.0	NA	35	231
0.0	0.0	NA	0.0	-1.0	pass	36	231
0.0	0.0	NA	0.0	-1.0	fail	37	231
0.0	0.0	NA	0.0	-1.0	fail	38	231
0.0	0.0	NA	0.0	-1.0	pass	39	231
0.0	0.0	NA	0.0	-1.0	fail	40	231
48.0	49.0	famsup	1.0	1.0	NA	41	231
0.0	0.0	NA	0.0	-1.0	fail	42	231
50.0	51.0	internet	1.0	1.0	NA	43	231
0.0	0.0	NA	0.0	-1.0	pass	44	231
0.0	0.0	NA	0.0	-1.0	fail	45	231
52.0	53.0	absences	0.08666666666666667	1.0	NA	46	231
0.0	0.0	NA	0.0	-1.0	pass	47	231
54.0	55.0	G2	0.4473684210526315	1.0	NA	48	231
56.0	57.0	Medu	0.625	1.0	NA	49	231
58.0	59.0	traveltime	0.3333333333333333	1.0	NA	50	231
0.0	0.0	NA	0.0	-1.0	pass	51	231
0.0	0.0	NA	0.0	-1.0	pass	52	231
0.0	0.0	NA	0.0	-1.0	fail	53	231
0.0	0.0	NA	0.0	-1.0	fail	54	231
60.0	61.0	Mjob	4.0	1.0	NA	55	231
62.0	63.0	traveltime	0.5	1.0	NA	56	231
64.0	65.0	age	0.2857142857142857	1.0	NA	57	231
0.0	0.0	NA	0.0	-1.0	pass	58	231
66.0	67.0	Walc	0.875	1.0	NA	59	231
0.0	0.0	NA	0.0	-1.0	pass	60	231
0.0	0.0	NA	0.0	-1.0	fail	61	231
68.0	69.0	Walc	0.125	1.0	NA	62	231
0.0	0.0	NA	0.0	-1.0	fail	63	231
70.0	71.0	age	0.07142857142857142	1.0	NA	64	231
0.0	0.0	NA	0.0	-1.0	fail	65	231
0.0	0.0	NA	0.0	-1.0	fail	66	231
0.0	0.0	NA	0.0	-1.0	pass	67	231
0.0	0.0	NA	0.0	-1.0	pass	68	231
72.0	73.0	age	0.21428571428571427	1.0	NA	69	231
0.0	0.0	NA	0.0	-1.0	fail	70	231
0.0	0.0	NA	0.0	-1.0	pass	71	231
0.0	0.0	NA	0.0	-1.0	fail	72	231
0.0	0.0	NA	0.0	-1.0	pass	73	231
2.0	3.0	failures	0.16666666666666666	1.0	NA	1	232
4.0	5.0	absences	0.34	1.0	NA	2	232
6.0	7.0	G1	0.46875	1.0	NA	3	232
8.0	9.0	famrel	0.875	1.0	NA	4	232
0.0	0.0	NA	0.0	-1.0	fail	5	232
10.0	11.0	failures	0.8333333333333333	1.0	NA	6	232
0.0	0.0	NA	0.0	-1.0	pass	7	232
12.0	13.0	schoolsup	1.0	1.0	NA	8	232
14.0	15.0	reason	1.0	1.0	NA	9	232
16.0	17.0	freetime	0.875	1.0	NA	10	232
18.0	19.0	G2	0.39473684210526316	1.0	NA	11	232
20.0	21.0	age	0.3571428571428571	1.0	NA	12	232
22.0	23.0	G2	0.5	1.0	NA	13	232
24.0	25.0	G2	0.4473684210526315	1.0	NA	14	232
26.0	27.0	Mjob	2.0	1.0	NA	15	232
0.0	0.0	NA	0.0	-1.0	fail	16	232
28.0	29.0	Medu	0.625	1.0	NA	17	232
0.0	0.0	NA	0.0	-1.0	fail	18	232
30.0	31.0	health	0.25	1.0	NA	19	232
32.0	33.0	G1	0.34375	1.0	NA	20	232
34.0	35.0	G2	0.5	1.0	NA	21	232
0.0	0.0	NA	0.0	-1.0	fail	22	232
36.0	37.0	internet	1.0	1.0	NA	23	232
0.0	0.0	NA	0.0	-1.0	fail	24	232
38.0	39.0	goout	0.625	1.0	NA	25	232
40.0	41.0	studytime	0.16666666666666666	1.0	NA	26	232
0.0	0.0	NA	0.0	-1.0	pass	27	232
0.0	0.0	NA	0.0	-1.0	fail	28	232
0.0	0.0	NA	0.0	-1.0	pass	29	232
0.0	0.0	NA	0.0	-1.0	fail	30	232
42.0	43.0	G1	0.28125	1.0	NA	31	232
44.0	45.0	age	0.07142857142857142	1.0	NA	32	232
46.0	47.0	traveltime	0.16666666666666666	1.0	NA	33	232
0.0	0.0	NA	0.0	-1.0	fail	34	232
48.0	49.0	health	0.875	1.0	NA	35	232
0.0	0.0	NA	0.0	-1.0	pass	36	232
50.0	51.0	guardian	1.0	1.0	NA	37	232
0.0	0.0	NA	0.0	-1.0	pass	38	232
52.0	53.0	studytime	0.5	1.0	NA	39	232
0.0	0.0	NA	0.0	-1.0	pass	40	232
54.0	55.0	address	1.0	1.0	NA	41	232
0.0	0.0	NA	0.0	-1.0	fail	42	232
0.0	0.0	NA	0.0	-1.0	pass	43	232
56.0	57.0	Fjob	4.0	1.0	NA	44	232
58.0	59.0	goout	0.625	1.0	NA	45	232
60.0	61.0	G1	0.53125	1.0	NA	46	232
62.0	63.0	absences	0.21333333333333332	1.0	NA	47	232
64.0	65.0	Fjob	5.0	1.0	NA	48	232
66.0	67.0	absences	0.13333333333333333	1.0	NA	49	232
68.0	69.0	Fjob	1.0	1.0	NA	50	232
0.0	0.0	NA	0.0	-1.0	pass	51	232
0.0	0.0	NA	0.0	-1.0	pass	52	232
0.0	0.0	NA	0.0	-1.0	fail	53	232
0.0	0.0	NA	0.0	-1.0	fail	54	232
0.0	0.0	NA	0.0	-1.0	pass	55	232
0.0	0.0	NA	0.0	-1.0	fail	56	232
0.0	0.0	NA	0.0	-1.0	pass	57	232
70.0	71.0	Pstatus	1.0	1.0	NA	58	232
0.0	0.0	NA	0.0	-1.0	fail	59	232
72.0	73.0	Fjob	1.0	1.0	NA	60	232
0.0	0.0	NA	0.0	-1.0	pass	61	232
74.0	75.0	activities	1.0	1.0	NA	62	232
0.0	0.0	NA	0.0	-1.0	fail	63	232
0.0	0.0	NA	0.0	-1.0	pass	64	232
76.0	77.0	G1	0.5625	1.0	NA	65	232
78.0	79.0	Fedu	0.875	1.0	NA	66	232
0.0	0.0	NA	0.0	-1.0	pass	67	232
0.0	0.0	NA	0.0	-1.0	fail	68	232
80.0	81.0	Dalc	0.125	1.0	NA	69	232
0.0	0.0	NA	0.0	-1.0	fail	70	232
82.0	83.0	freetime	0.25	1.0	NA	71	232
0.0	0.0	NA	0.0	-1.0	fail	72	232
84.0	85.0	goout	0.125	1.0	NA	73	232
0.0	0.0	NA	0.0	-1.0	pass	74	232
86.0	87.0	reason	3.0	1.0	NA	75	232
0.0	0.0	NA	0.0	-1.0	fail	76	232
0.0	0.0	NA	0.0	-1.0	pass	77	232
0.0	0.0	NA	0.0	-1.0	fail	78	232
0.0	0.0	NA	0.0	-1.0	pass	79	232
0.0	0.0	NA	0.0	-1.0	fail	80	232
0.0	0.0	NA	0.0	-1.0	pass	81	232
0.0	0.0	NA	0.0	-1.0	pass	82	232
88.0	89.0	Dalc	0.375	1.0	NA	83	232
0.0	0.0	NA	0.0	-1.0	fail	84	232
0.0	0.0	NA	0.0	-1.0	pass	85	232
0.0	0.0	NA	0.0	-1.0	pass	86	232
90.0	91.0	sex	1.0	1.0	NA	87	232
92.0	93.0	internet	1.0	1.0	NA	88	232
0.0	0.0	NA	0.0	-1.0	pass	89	232
0.0	0.0	NA	0.0	-1.0	fail	90	232
0.0	0.0	NA	0.0	-1.0	pass	91	232
0.0	0.0	NA	0.0	-1.0	pass	92	232
0.0	0.0	NA	0.0	-1.0	fail	93	232
2.0	3.0	goout	0.625	1.0	NA	1	233
4.0	5.0	famsup	1.0	1.0	NA	2	233
6.0	7.0	freetime	0.875	1.0	NA	3	233
8.0	9.0	Fedu	0.375	1.0	NA	4	233
10.0	11.0	failures	0.16666666666666666	1.0	NA	5	233
12.0	13.0	G1	0.46875	1.0	NA	6	233
14.0	15.0	Mjob	14.0	1.0	NA	7	233
16.0	17.0	higher	1.0	1.0	NA	8	233
18.0	19.0	freetime	0.625	1.0	NA	9	233
20.0	21.0	romantic	1.0	1.0	NA	10	233
22.0	23.0	absences	0.013333333333333334	1.0	NA	11	233
24.0	25.0	studytime	0.8333333333333333	1.0	NA	12	233
26.0	27.0	schoolsup	1.0	1.0	NA	13	233
28.0	29.0	G1	0.40625	1.0	NA	14	233
30.0	31.0	schoolsup	1.0	1.0	NA	15	233
0.0	0.0	NA	0.0	-1.0	fail	16	233
32.0	33.0	absences	0.013333333333333334	1.0	NA	17	233
34.0	35.0	health	0.625	1.0	NA	18	233
36.0	37.0	schoolsup	1.0	1.0	NA	19	233
38.0	39.0	Fedu	0.875	1.0	NA	20	233
40.0	41.0	internet	1.0	1.0	NA	21	233
0.0	0.0	NA	0.0	-1.0	fail	22	233
42.0	43.0	G2	0.5	1.0	NA	23	233
44.0	45.0	G1	0.28125	1.0	NA	24	233
0.0	0.0	NA	0.0	-1.0	pass	25	233
0.0	0.0	NA	0.0	-1.0	pass	26	233
46.0	47.0	Walc	0.25	1.0	NA	27	233
48.0	49.0	activities	1.0	1.0	NA	28	233
0.0	0.0	NA	0.0	-1.0	pass	29	233
0.0	0.0	NA	0.0	-1.0	pass	30	233
0.0	0.0	NA	0.0	-1.0	fail	31	233
50.0	51.0	famrel	0.875	1.0	NA	32	233
0.0	0.0	NA	0.0	-1.0	pass	33	233
0.0	0.0	NA	0.0	-1.0	pass	34	233
52.0	53.0	G2	0.5	1.0	NA	35	233
0.0	0.0	NA	0.0	-1.0	pass	36	233
0.0	0.0	NA	0.0	-1.0	fail	37	233
54.0	55.0	absences	0.1	1.0	NA	38	233
0.0	0.0	NA	0.0	-1.0	pass	39	233
56.0	57.0	age	0.14285714285714285	1.0	NA	40	233
58.0	59.0	Medu	0.875	1.0	NA	41	233
0.0	0.0	NA	0.0	-1.0	fail	42	233
0.0	0.0	NA	0.0	-1.0	pass	43	233
0.0	0.0	NA	0.0	-1.0	fail	44	233
60.0	61.0	Mjob	8.0	1.0	NA	45	233
0.0	0.0	NA	0.0	-1.0	fail	46	233
0.0	0.0	NA	0.0	-1.0	pass	47	233
0.0	0.0	NA	0.0	-1.0	pass	48	233
0.0	0.0	NA	0.0	-1.0	fail	49	233
62.0	63.0	famsize	1.0	1.0	NA	50	233
0.0	0.0	NA	0.0	-1.0	fail	51	233
0.0	0.0	NA	0.0	-1.0	fail	52	233
0.0	0.0	NA	0.0	-1.0	pass	53	233
64.0	65.0	schoolsup	1.0	1.0	NA	54	233
66.0	67.0	age	0.2857142857142857	1.0	NA	55	233
0.0	0.0	NA	0.0	-1.0	fail	56	233
0.0	0.0	NA	0.0	-1.0	pass	57	233
68.0	69.0	Medu	0.625	1.0	NA	58	233
70.0	71.0	schoolsup	1.0	1.0	NA	59	233
0.0	0.0	NA	0.0	-1.0	pass	60	233
72.0	73.0	guardian	1.0	1.0	NA	61	233
0.0	0.0	NA	0.0	-1.0	fail	62	233
0.0	0.0	NA	0.0	-1.0	pass	63	233
74.0	75.0	Dalc	0.125	1.0	NA	64	233
76.0	77.0	paid	1.0	1.0	NA	65	233
78.0	79.0	G1	0.46875	1.0	NA	66	233
0.0	0.0	NA	0.0	-1.0	pass	67	233
80.0	81.0	traveltime	0.6666666666666666	1.0	NA	68	233
0.0	0.0	NA	0.0	-1.0	fail	69	233
0.0	0.0	NA	0.0	-1.0	pass	70	233
0.0	0.0	NA	0.0	-1.0	fail	71	233
0.0	0.0	NA	0.0	-1.0	pass	72	233
82.0	83.0	reason	4.0	1.0	NA	73	233
84.0	85.0	G2	0.4473684210526315	1.0	NA	74	233
0.0	0.0	NA	0.0	-1.0	pass	75	233
86.0	87.0	age	0.07142857142857142	1.0	NA	76	233
0.0	0.0	NA	0.0	-1.0	fail	77	233
0.0	0.0	NA	0.0	-1.0	fail	78	233
0.0	0.0	NA	0.0	-1.0	pass	79	233
88.0	89.0	traveltime	0.16666666666666666	1.0	NA	80	233
0.0	0.0	NA	0.0	-1.0	fail	81	233
0.0	0.0	NA	0.0	-1.0	pass	82	233
90.0	91.0	internet	1.0	1.0	NA	83	233
0.0	0.0	NA	0.0	-1.0	fail	84	233
0.0	0.0	NA	0.0	-1.0	pass	85	233
0.0	0.0	NA	0.0	-1.0	fail	86	233
0.0	0.0	NA	0.0	-1.0	pass	87	233
92.0	93.0	G1	0.40625	1.0	NA	88	233
0.0	0.0	NA	0.0	-1.0	pass	89	233
94.0	95.0	sex	1.0	1.0	NA	90	233
96.0	97.0	reason	2.0	1.0	NA	91	233
0.0	0.0	NA	0.0	-1.0	fail	92	233
0.0	0.0	NA	0.0	-1.0	pass	93	233
98.0	99.0	Fedu	0.375	1.0	NA	94	233
0.0	0.0	NA	0.0	-1.0	fail	95	233
100.0	101.0	G2	0.5526315789473684	1.0	NA	96	233
0.0	0.0	NA	0.0	-1.0	fail	97	233
0.0	0.0	NA	0.0	-1.0	pass	98	233
0.0	0.0	NA	0.0	-1.0	fail	99	233
102.0	103.0	Fedu	0.375	1.0	NA	100	233
0.0	0.0	NA	0.0	-1.0	pass	101	233
0.0	0.0	NA	0.0	-1.0	pass	102	233
0.0	0.0	NA	0.0	-1.0	fail	103	233
2.0	3.0	guardian	2.0	1.0	NA	1	234
4.0	5.0	age	0.21428571428571427	1.0	NA	2	234
6.0	7.0	G2	0.5	1.0	NA	3	234
8.0	9.0	G2	0.4473684210526315	1.0	NA	4	234
10.0	11.0	G1	0.46875	1.0	NA	5	234
12.0	13.0	Walc	0.875	1.0	NA	6	234
14.0	15.0	G1	0.34375	1.0	NA	7	234
16.0	17.0	failures	0.8333333333333333	1.0	NA	8	234
18.0	19.0	G1	0.1875	1.0	NA	9	234
20.0	21.0	G1	0.28125	1.0	NA	10	234
22.0	23.0	freetime	0.875	1.0	NA	11	234
0.0	0.0	NA	0.0	-1.0	fail	12	234
24.0	25.0	activities	1.0	1.0	NA	13	234
26.0	27.0	Walc	0.125	1.0	NA	14	234
0.0	0.0	NA	0.0	-1.0	pass	15	234
0.0	0.0	NA	0.0	-1.0	fail	16	234
28.0	29.0	age	0.07142857142857142	1.0	NA	17	234
0.0	0.0	NA	0.0	-1.0	fail	18	234
30.0	31.0	G1	0.46875	1.0	NA	19	234
0.0	0.0	NA	0.0	-1.0	fail	20	234
32.0	33.0	G2	0.5	1.0	NA	21	234
0.0	0.0	NA	0.0	-1.0	pass	22	234
34.0	35.0	Walc	0.75	1.0	NA	23	234
0.0	0.0	NA	0.0	-1.0	fail	24	234
0.0	0.0	NA	0.0	-1.0	pass	25	234
0.0	0.0	NA	0.0	-1.0	fail	26	234
0.0	0.0	NA	0.0	-1.0	pass	27	234
0.0	0.0	NA	0.0	-1.0	pass	28	234
0.0	0.0	NA	0.0	-1.0	fail	29	234
36.0	37.0	traveltime	0.16666666666666666	1.0	NA	30	234
0.0	0.0	NA	0.0	-1.0	pass	31	234
38.0	39.0	Medu	0.625	1.0	NA	32	234
40.0	41.0	romantic	1.0	1.0	NA	33	234
0.0	0.0	NA	0.0	-1.0	fail	34	234
0.0	0.0	NA	0.0	-1.0	pass	35	234
0.0	0.0	NA	0.0	-1.0	pass	36	234
42.0	43.0	schoolsup	1.0	1.0	NA	37	234
44.0	45.0	age	0.3571428571428571	1.0	NA	38	234
46.0	47.0	G2	0.4473684210526315	1.0	NA	39	234
